state,year,statename_fixed,total_cases,fatalities,marijuana,alcohol,poly_drug
50,2009,Vermont,5,5,0,.2,0
50,2010,Vermont,2,2,0,.5,0
50,2011,Vermont,4,4,.25,.25,.25
50,2012,Vermont,7,7,0,.14285715,0
50,2013,Vermont,4,4,.25,0,0
50,2014,Vermont,2,2,0,.5,0
50,2015,Vermont,1,1,0,0,0
50,2016,Vermont,2,2,0,.5,0
50,2017,Vermont,2,2,.5,.5,1
50,2018,Vermont,1,1,0,1,0
50,2019,Vermont,2,2,0,0,0
50,2020,Vermont,1,1,0,0,0
50,2021,Vermont,3,3,.33333334,.33333334,0
50,2022,Vermont,3,3,0,.33333334,0
50,2023,Vermont,2,2,0,0,.5
50,2024,Vermont,4,4,0,.25,.75
51,2000,Virginia,33,33,0,.060606062,0
51,2001,Virginia,49,49,0,.1632653,0
51,2002,Virginia,47,47,0,.063829787,0
51,2003,Virginia,29,29,0,.1724138,0
51,2004,Virginia,39,39,0,.1025641,0
51,2005,Virginia,31,31,0,.096774191,0
51,2006,Virginia,42,42,0,.095238097,.45238096
51,2007,Virginia,74,74,.013513514,.16216215,.35135135
51,2008,Virginia,38,38,.02631579,.18421052,.13157895
51,2009,Virginia,37,37,0,.21621622,.13513513
51,2010,Virginia,30,30,0,.1,0
51,2011,Virginia,30,30,.06666667,.033333335,.033333335
51,2012,Virginia,22,22,0,.13636364,0
51,2013,Virginia,39,39,.025641026,.025641026,.025641026
51,2014,Virginia,25,25,.039999999,.079999998,0
51,2015,Virginia,26,26,0,.03846154,0
51,2016,Virginia,21,21,.047619049,.14285715,.19047619
51,2017,Virginia,33,33,.060606062,.090909094,.030303031
51,2018,Virginia,43,43,.046511628,.093023255,.046511628
51,2019,Virginia,32,32,.09375,.03125,.0625
51,2020,Virginia,25,25,0,.23999999,0
51,2021,Virginia,58,58,.086206898,.15517241,.12068965
51,2022,Virginia,84,84,0,.16666667,.19047619
51,2023,Virginia,43,43,0,.11627907,.18604651
51,2024,Virginia,41,41,0,.14634146,.17073171
53,2000,Washington,23,23,.17391305,.086956523,.086956523
53,2001,Washington,29,29,.068965517,.13793103,.1724138
53,2002,Washington,30,30,0,.13333334,.033333335
53,2003,Washington,21,21,.095238097,.047619049,.095238097
53,2004,Washington,16,16,.1875,0,.125
53,2005,Washington,37,37,.054054055,.13513513,.10810811
53,2006,Washington,25,25,.16,.2,.2
53,2007,Washington,16,16,.0625,.125,.0625
53,2008,Washington,22,22,.045454547,.045454547,.090909094
53,2009,Washington,19,19,.15789473,.2631579,.10526316
53,2010,Washington,15,15,0,.13333334,.06666667
53,2011,Washington,24,24,.041666668,.125,.041666668
53,2012,Washington,12,12,0,.083333336,.16666667
53,2013,Washington,18,18,.11111111,.055555556,0
53,2014,Washington,23,23,.043478262,.086956523,.086956523
53,2015,Washington,28,28,.071428575,.071428575,.071428575
53,2016,Washington,23,23,.086956523,.086956523,.13043478
53,2017,Washington,26,26,.07692308,.1923077,.07692308
53,2018,Washington,25,25,0,.039999999,.079999998
53,2019,Washington,18,18,0,.11111111,0
53,2020,Washington,28,28,.035714287,0,.10714286
53,2021,Washington,54,54,.09259259,.055555556,.14814815
53,2022,Washington,83,83,0,.084337346,.24096386
53,2023,Washington,120,120,0,.1,.30833334
53,2024,Washington,54,54,0,.018518519,.33333334
54,2000,West Virginia,21,21,.047619049,.2857143,0
54,2001,West Virginia,19,19,.10526316,.10526316,.052631579
54,2002,West Virginia,29,29,.068965517,.37931034,.034482758
54,2003,West Virginia,21,21,0,.23809524,.047619049
54,2004,West Virginia,30,30,0,.06666667,.033333335
54,2005,West Virginia,15,15,.06666667,.13333334,.13333334
54,2006,West Virginia,30,30,.033333335,.2,.06666667
54,2007,West Virginia,38,38,.02631579,.31578946,.052631579
54,2008,West Virginia,16,16,0,.125,.0625
54,2009,West Virginia,12,12,0,.16666667,0
54,2010,West Virginia,17,17,.11764706,.23529412,.05882353
54,2011,West Virginia,27,27,.037037037,.14814815,.074074075
54,2012,West Virginia,18,18,0,.11111111,.11111111
54,2013,West Virginia,14,14,0,0,.071428575
54,2014,West Virginia,21,21,0,.095238097,0
54,2015,West Virginia,4,4,0,0,0
54,2016,West Virginia,7,7,0,0,.14285715
54,2017,West Virginia,11,11,0,.18181819,0
54,2018,West Virginia,7,7,0,.14285715,.14285715
54,2019,West Virginia,16,16,.0625,0,.125
54,2020,West Virginia,6,6,0,0,.16666667
54,2021,West Virginia,4,4,.25,.25,.25
54,2022,West Virginia,7,7,0,.14285715,.14285715
54,2023,West Virginia,9,9,0,.22222222,.44444445
54,2024,West Virginia,9,9,0,0,0
55,2000,Wisconsin,45,45,.022222223,.15555556,0
55,2001,Wisconsin,44,44,0,.18181819,0
55,2002,Wisconsin,56,56,0,0,0
55,2003,Wisconsin,98,98,0,.12244898,0
55,2004,Wisconsin,55,55,0,.036363635,0
55,2005,Wisconsin,28,28,.035714287,.17857143,.035714287
55,2006,Wisconsin,31,31,0,.22580644,0
55,2007,Wisconsin,43,43,.046511628,.046511628,.069767445
55,2008,Wisconsin,21,21,.095238097,.095238097,.095238097
55,2009,Wisconsin,20,20,0,.1,0
55,2010,Wisconsin,23,23,.086956523,.13043478,.13043478
55,2011,Wisconsin,21,21,.047619049,.047619049,.095238097
55,2012,Wisconsin,19,19,.052631579,.10526316,.052631579
55,2013,Wisconsin,19,19,.052631579,.15789473,0
55,2014,Wisconsin,22,22,0,.045454547,.045454547
55,2015,Wisconsin,25,25,.039999999,.16,.079999998
55,2016,Wisconsin,18,18,.055555556,.11111111,0
55,2017,Wisconsin,22,22,.18181819,.13636364,.18181819
55,2018,Wisconsin,20,20,.15000001,.050000001,.15000001
55,2019,Wisconsin,20,20,.15000001,.050000001,.050000001
55,2020,Wisconsin,24,24,0,.20833333,.041666668
55,2021,Wisconsin,25,25,.039999999,.36000001,.039999999
55,2022,Wisconsin,24,24,0,.041666668,.041666668
55,2023,Wisconsin,17,17,0,.23529412,.17647059
55,2024,Wisconsin,22,22,0,.045454547,.18181819
56,2000,Wyoming,7,7,0,.42857143,0
56,2001,Wyoming,10,10,0,.30000001,0
56,2002,Wyoming,6,6,0,.33333334,0
56,2003,Wyoming,4,4,0,0,0
56,2004,Wyoming,7,7,0,.14285715,0
56,2005,Wyoming,7,7,0,.14285715,0
56,2006,Wyoming,23,23,.043478262,.2173913,.043478262
56,2007,Wyoming,12,12,0,.16666667,0
56,2008,Wyoming,7,7,0,.42857143,.14285715
56,2009,Wyoming,4,4,0,.25,0
56,2010,Wyoming,8,8,.125,.25,0
56,2011,Wyoming,3,3,0,0,0
56,2012,Wyoming,8,8,0,.25,0
56,2013,Wyoming,6,6,0,0,0
56,2014,Wyoming,7,7,0,.14285715,0
56,2015,Wyoming,8,8,.125,.25,.125
56,2016,Wyoming,9,9,.11111111,.33333334,0
56,2017,Wyoming,3,3,.33333334,.33333334,0
56,2018,Wyoming,2,2,0,0,0
56,2019,Wyoming,6,6,0,.33333334,0
56,2020,Wyoming,3,3,.33333334,.33333334,0
56,2021,Wyoming,8,8,0,.125,0
56,2022,Wyoming,4,4,0,.25,.25
56,2023,Wyoming,6,6,0,.33333334,0
56,2024,Wyoming,1,1,0,1,0
